"","KEY","STATECD","COUNTYCD","PLOT","t0","t1","t2","t3","N_REM","CONDITION","subplot_list"
"2533","55_31_20444",55,31,20444,2000,2005,2010,2015,4,"F",1432
"2534","55_31_20445",55,31,20445,2004,2009,2014,0,3,"F",3421
"2535","55_31_20460",55,31,20460,2004,2009,2014,0,3,"F",3214
"2536","55_31_20467",55,31,20467,2004,2009,2014,0,3,"F",3142
"2537","55_31_20472",55,31,20472,2004,2009,2014,0,3,"F",2413
"2538","55_31_20477",55,31,20477,2004,2009,2014,0,3,"M",2143
"2539","55_31_20479",55,31,20479,2004,2009,2014,0,3,"M",2431
"2540","55_31_20481",55,31,20481,2000,2005,2010,2016,4,"F",4132
"2541","55_31_20484",55,31,20484,2001,2006,2011,2017,4,"F",2143
"2542","55_31_20496",55,31,20496,2003,2008,2013,0,3,"F",4312
"2543","55_31_20497",55,31,20497,2002,2007,2012,2019,4,"F",1243
"2544","55_31_20498",55,31,20498,2002,2007,2012,2018,4,"F",1324
"2545","55_31_20513",55,31,20513,2003,2008,2013,2019,4,"F",3241
"2546","55_31_20517",55,31,20517,2004,2009,2015,0,3,"F",3421
"2547","55_31_20518",55,31,20518,2000,2005,2010,2016,4,"F",4213
"2548","55_31_20519",55,31,20519,2001,2006,2011,2016,4,"F",4321
"2549","55_31_20526",55,31,20526,2004,2009,2014,0,3,"F",1234
"2550","55_31_20529",55,31,20529,2003,2008,2013,0,3,"F",4132
"2551","55_31_20530",55,31,20530,2000,2005,2010,2015,4,"M",4123
"2552","55_31_20531",55,31,20531,2002,2007,2012,2019,4,"M",4312
"2553","55_31_20540",55,31,20540,2003,2008,2013,0,3,"F",3412
"2554","55_31_20547",55,31,20547,2001,2006,2011,2017,4,"M",2314
"2555","55_31_20549",55,31,20549,2000,2005,2010,2015,4,"F",2413
"2556","55_31_20550",55,31,20550,2000,2005,2010,2016,4,"F",3412
"2557","55_31_20551",55,31,20551,2002,2007,2012,2018,4,"F",3214
"2558","55_31_20552",55,31,20552,2002,2007,2012,2018,4,"F",2134
"2559","55_31_20553",55,31,20553,2001,2006,2011,2017,4,"F",1423
"2560","55_31_20554",55,31,20554,2004,2009,2014,0,3,"F",1234
"2561","55_31_20558",55,31,20558,2003,2008,2013,0,3,"M",4312
"2562","55_31_20559",55,31,20559,2004,2009,2015,0,3,"M",2134
"2563","55_31_20561",55,31,20561,2001,2006,2011,2017,4,"F",1324
"2564","55_31_20562",55,31,20562,2000,2005,2010,2016,4,"F",3124
"2565","55_31_20563",55,31,20563,2000,2005,2010,2015,4,"M",1342
"2566","55_31_20564",55,31,20564,2000,2005,2010,2015,4,"F",1324
"2567","55_31_20565",55,31,20565,2000,2005,2010,2015,4,"F",4231
"2568","55_31_20569",55,31,20569,2000,2005,2010,2015,4,"F",4132
"2569","55_31_20570",55,31,20570,2000,2005,2010,2016,4,"M",4231
"2570","55_31_20572",55,31,20572,2000,2005,2010,2016,4,"F",1243
"2571","55_31_20573",55,31,20573,2000,2005,2010,2015,4,"F",4321
"2572","55_31_20575",55,31,20575,2000,2005,2010,2015,4,"F",3142
"2573","55_31_20577",55,31,20577,2000,2005,2010,2016,4,"F",1234
"2574","55_31_20581",55,31,20581,2000,2005,2010,2016,4,"F",3142
"2575","55_31_20582",55,31,20582,2000,2005,2010,2016,4,"M",4321
"2576","55_31_20584",55,31,20584,2000,2005,2010,2015,4,"F",2341
"2577","55_31_20588",55,31,20588,2000,2005,2010,2015,4,"F",3124
"2578","55_31_20590",55,31,20590,2001,2006,2011,2017,4,"F",4213
"2579","55_31_20591",55,31,20591,2001,2006,2011,2017,4,"F",1342
"2580","55_31_20592",55,31,20592,2001,2006,2011,2017,4,"M",3124
"2581","55_31_20593",55,31,20593,2001,2006,2011,2018,4,"M",1324
"2582","55_31_20594",55,31,20594,2001,2006,2011,2018,4,"F",2341
"2583","55_31_20595",55,31,20595,2001,2006,2011,2016,4,"M",4123
"2584","55_31_20596",55,31,20596,2001,2006,2011,2017,4,"F",2134
"2585","55_31_20598",55,31,20598,2001,2006,2011,2017,4,"F",2341
"2586","55_31_20600",55,31,20600,2001,2006,2011,2016,4,"F",1243
"2587","55_31_20601",55,31,20601,2001,2006,2011,2017,4,"M",2143
"2588","55_31_20602",55,31,20602,2001,2006,2011,2017,4,"F",1243
"2589","55_31_20603",55,31,20603,2001,2006,2011,2016,4,"M",3241
"2590","55_31_20604",55,31,20604,2001,2006,2011,2017,4,"F",3421
"2591","55_31_20606",55,31,20606,2001,2006,2011,2018,4,"M",3241
"2592","55_31_20609",55,31,20609,2001,2006,2011,2017,4,"F",4321
"2593","55_31_20610",55,31,20610,2001,2006,2011,2017,4,"F",1243
"2594","55_31_20611",55,31,20611,2001,2006,2011,2017,4,"F",4312
"2595","55_31_20612",55,31,20612,2001,2006,2011,2018,4,"F",4132
"2596","55_31_20634",55,31,20634,2002,2007,2012,2018,4,"F",1342
"2597","55_31_20638",55,31,20638,2002,2007,2012,2018,4,"M",3142
"2598","55_31_20640",55,31,20640,2002,2007,2012,2018,4,"F",4213
"2599","55_31_20643",55,31,20643,2002,2007,2012,2019,4,"F",3124
"2600","55_31_20644",55,31,20644,2002,2007,2012,2019,4,"F",3241
"2601","55_31_20645",55,31,20645,2002,2007,2012,2019,4,"M",4231
"2602","55_31_20646",55,31,20646,2002,2007,2012,2018,4,"M",2341
"2603","55_31_20647",55,31,20647,2002,2007,2012,2018,4,"M",3421
"2604","55_31_20649",55,31,20649,2002,2007,2012,2019,4,"F",4321
"2605","55_31_20650",55,31,20650,2002,2007,2012,2019,4,"F",1423
"2606","55_31_20652",55,31,20652,2002,2007,2012,2018,4,"F",1423
"2607","55_31_20654",55,31,20654,2002,2007,2012,2019,4,"F",1423
"2608","55_31_20655",55,31,20655,2002,2007,2012,2018,4,"F",1243
"2609","55_31_20657",55,31,20657,2002,2007,2012,2018,4,"F",3124
"2610","55_31_20658",55,31,20658,2003,2008,2013,0,3,"F",3124
"2611","55_31_20659",55,31,20659,2003,2008,2013,0,3,"M",2413
"2612","55_31_20661",55,31,20661,2003,2008,2013,2019,4,"F",4321
"2613","55_31_20662",55,31,20662,2003,2008,2013,0,3,"F",3214
"2614","55_31_20663",55,31,20663,2003,2008,2013,2019,4,"F",3214
"2615","55_31_20665",55,31,20665,2003,2008,2013,0,3,"F",4231
"2616","55_31_20666",55,31,20666,2003,2008,2013,0,3,"F",2143
"2617","55_31_20668",55,31,20668,2003,2008,2013,0,3,"F",3421
"2618","55_31_20669",55,31,20669,2003,2008,2013,0,3,"F",4123
"2619","55_31_20670",55,31,20670,2003,2008,2013,0,3,"F",2431
"2620","55_31_20671",55,31,20671,2003,2008,2013,0,3,"F",1243
"2621","55_31_20672",55,31,20672,2003,2008,2013,0,3,"F",1423
"2622","55_31_20673",55,31,20673,2003,2008,2013,2019,4,"F",4213
"2623","55_31_20674",55,31,20674,2003,2008,2013,2019,4,"F",4321
"2624","55_31_20675",55,31,20675,2003,2008,2013,0,3,"F",3241
"2625","55_31_20676",55,31,20676,2003,2008,2013,0,3,"F",2314
"2626","55_31_20677",55,31,20677,2003,2008,2013,0,3,"F",2143
"2627","55_31_20678",55,31,20678,2003,2008,2013,0,3,"F",2413
"2628","55_31_20697",55,31,20697,2004,2009,2014,0,3,"F",4321
"2629","55_31_20699",55,31,20699,2004,2009,2014,0,3,"F",1342
"2630","55_31_20700",55,31,20700,2004,2009,2014,0,3,"F",2134
"2631","55_31_20701",55,31,20701,2004,2009,2014,0,3,"F",3124
"2632","55_31_20702",55,31,20702,2004,2009,2014,0,3,"F",3421
"2633","55_31_20703",55,31,20703,2004,2009,2014,0,3,"M",3142
"2634","55_31_20704",55,31,20704,2004,2009,2014,0,3,"F",1234
"2635","55_31_20706",55,31,20706,2004,2009,2014,0,3,"F",3241
"2636","55_31_20707",55,31,20707,2004,2009,2014,0,3,"F",4231
"2637","55_31_20708",55,31,20708,2004,2009,2015,0,3,"F",2413
"2638","55_31_20710",55,31,20710,2004,2009,2015,0,3,"M",2134
"2639","55_31_20711",55,31,20711,2004,2009,2014,0,3,"F",1234
"2640","55_31_20714",55,31,20714,2004,2009,2015,0,3,"F",1432
"2641","55_31_20715",55,31,20715,2004,2009,2015,0,3,"F",3241
"2642","55_33_20035",55,33,20035,2000,2005,2010,2016,4,"F",1432
"2643","55_33_20041",55,33,20041,2004,2009,2014,0,3,"F",1324
"2644","55_33_20044",55,33,20044,2004,2009,2014,0,3,"M",4321
"2645","55_33_20060",55,33,20060,2004,2009,2014,0,3,"F",1243
"2646","55_33_20065",55,33,20065,2004,2009,2014,0,3,"F",3124
"2647","55_33_20087",55,33,20087,2004,2009,2015,0,3,"F",4132
"2648","55_33_20095",55,33,20095,2003,2008,2013,2019,4,"M",3142
"2649","55_33_20116",55,33,20116,2002,2007,2012,2019,4,"F",4312
"2650","55_33_20117",55,33,20117,2000,2005,2010,2015,4,"M",1243
"2651","55_33_20121",55,33,20121,2001,2006,2011,2017,4,"M",2134
"2652","55_33_20125",55,33,20125,2003,2008,2013,0,3,"F",4231
"2653","55_33_20137",55,33,20137,2004,2009,2014,0,3,"M",2431
"2654","55_33_20141",55,33,20141,2003,2008,2013,0,3,"M",1234
"2655","55_33_20143",55,33,20143,2002,2007,2012,2018,4,"M",1234
"2656","55_33_20144",55,33,20144,2002,2007,2012,2019,4,"F",4312
"2657","55_33_20154",55,33,20154,2001,2006,2011,2017,4,"M",1243
"2658","55_33_20156",55,33,20156,2002,2007,2012,2018,4,"F",3241
"2659","55_33_20158",55,33,20158,2004,2009,2014,0,3,"M",1432
"2660","55_33_20164",55,33,20164,2001,2006,2011,2017,4,"M",2413
"2661","55_33_20186",55,33,20186,2001,2006,2011,2016,4,"F",3124
"2662","55_33_20187",55,33,20187,2000,2005,2010,2015,4,"F",4321
"2663","55_33_20195",55,33,20195,2004,2009,2014,0,3,"F",1342
"2664","55_33_20198",55,33,20198,2000,2005,2010,2016,4,"F",3124
"2665","55_33_20201",55,33,20201,2001,2006,2011,2017,4,"F",2134
"2666","55_33_20213",55,33,20213,2003,2008,2013,0,3,"M",1324
"2667","55_33_20218",55,33,20218,2002,2007,2012,2018,4,"F",4231
"2668","55_33_20220",55,33,20220,2000,2005,2010,2016,4,"M",3241
"2669","55_33_20231",55,33,20231,2004,2009,2014,0,3,"F",4132
"2670","55_33_20244",55,33,20244,2001,2006,2011,2016,4,"F",4312
"2671","55_33_20246",55,33,20246,2000,2005,2010,2016,4,"F",1423
"2672","55_33_20258",55,33,20258,2003,2008,2013,0,3,"F",1324
"2673","55_33_20281",55,33,20281,2002,2007,2012,2018,4,"M",3412
"2674","55_33_20299",55,33,20299,2004,2009,2014,0,3,"F",1234
"2675","55_33_20315",55,33,20315,2003,2008,2013,0,3,"M",1423
"2676","55_33_20319",55,33,20319,2002,2007,2012,2019,4,"F",1324
"2677","55_33_20322",55,33,20322,2004,2009,2014,0,3,"F",1342
"2678","55_33_20325",55,33,20325,2000,2005,2010,2016,4,"M",3241
"2679","55_33_20330",55,33,20330,2000,2005,2010,2016,4,"M",4321
"2680","55_33_20331",55,33,20331,2000,2005,2010,2015,4,"F",3214
"2681","55_33_20337",55,33,20337,2000,2005,2010,2015,4,"F",2143
"2682","55_33_20339",55,33,20339,2000,2005,2010,2016,4,"F",1423
"2683","55_33_20341",55,33,20341,2000,2005,2010,2016,4,"F",3124
"2684","55_33_20342",55,33,20342,2000,2005,2010,2016,4,"F",3412
"2685","55_33_20343",55,33,20343,2000,2005,2010,2016,4,"F",3412
"2686","55_33_20345",55,33,20345,2001,2006,2011,2017,4,"M",1432
"2687","55_33_20347",55,33,20347,2001,2006,2011,2016,4,"M",2431
"2688","55_33_20352",55,33,20352,2001,2006,2011,2017,4,"F",2431
"2689","55_33_20369",55,33,20369,2002,2007,2012,2019,4,"F",3142
"2690","55_33_20370",55,33,20370,2002,2007,2012,2018,4,"F",1234
"2691","55_33_20372",55,33,20372,2002,2007,2012,2018,4,"M",2413
"2692","55_33_20374",55,33,20374,2002,2007,2012,2019,4,"M",3124
"2693","55_33_20378",55,33,20378,2002,2007,2012,2019,4,"M",4321
"2694","55_33_20379",55,33,20379,2002,2007,2012,2018,4,"M",1432
"2695","55_33_20380",55,33,20380,2002,2007,2012,2019,4,"F",4321
"2696","55_33_20381",55,33,20381,2002,2007,2012,2019,4,"F",1432
"2697","55_33_20382",55,33,20382,2003,2008,2013,0,3,"F",4231
"2698","55_33_20389",55,33,20389,2003,2008,2013,0,3,"M",4132
"2699","55_33_20391",55,33,20391,2003,2008,2013,0,3,"F",4321
"2700","55_33_20407",55,33,20407,2004,2009,2014,0,3,"M",2143
"2701","55_33_20410",55,33,20410,2004,2009,2014,0,3,"F",3412
"2702","55_33_20411",55,33,20411,2004,2009,2014,0,3,"F",3124
"2703","55_33_20413",55,33,20413,2004,2009,2015,0,3,"M",3142
"2704","55_33_20414",55,33,20414,2004,2009,2014,0,3,"F",2431
"2705","55_33_20417",55,33,20417,2004,2009,2014,0,3,"F",1234
"2706","55_35_20002",55,35,20002,2001,2006,2011,2018,4,"F",2431
"2707","55_35_20005",55,35,20005,2000,2005,2010,2015,4,"M",1342
"2708","55_35_20007",55,35,20007,2004,2009,2015,0,3,"M",4321
"2709","55_35_20021",55,35,20021,2004,2009,2014,0,3,"F",4231
"2710","55_35_20022",55,35,20022,2000,2005,2010,2016,4,"M",4213
"2711","55_35_20039",55,35,20039,2004,2009,2014,0,3,"M",3142
"2712","55_35_20041",55,35,20041,2002,2007,2012,2019,4,"F",3124
"2713","55_35_20047",55,35,20047,2002,2007,2012,2018,4,"F",4231
"2714","55_35_20060",55,35,20060,2003,2008,2013,0,3,"M",3421
"2715","55_35_20068",55,35,20068,2001,2006,2011,2017,4,"M",1342
"2716","55_35_20072",55,35,20072,2004,2009,2015,0,3,"F",1423
"2717","55_35_20084",55,35,20084,2000,2005,2010,2016,4,"F",1432
"2718","55_35_20089",55,35,20089,2001,2006,2011,2017,4,"M",4231
"2719","55_35_20107",55,35,20107,2003,2008,2013,2019,4,"F",1234
"2720","55_35_20111",55,35,20111,2003,2008,2013,0,3,"F",2431
"2721","55_35_20117",55,35,20117,2003,2008,2013,0,3,"F",3124
"2722","55_35_20120",55,35,20120,2000,2005,2010,2016,4,"M",4132
"2723","55_35_20130",55,35,20130,2000,2005,2010,2016,4,"F",1234
"2724","55_35_20132",55,35,20132,2001,2006,2011,2017,4,"M",4312
"2725","55_35_20134",55,35,20134,2002,2007,2012,2019,4,"M",4123
"2726","55_35_20139",55,35,20139,2002,2007,2012,2019,4,"M",4132
"2727","55_35_20143",55,35,20143,2000,2005,2010,2016,4,"F",3241
"2728","55_35_20150",55,35,20150,2003,2008,2013,2019,4,"M",1342
"2729","55_35_20154",55,35,20154,2001,2006,2011,2018,4,"M",3412
"2730","55_35_20160",55,35,20160,2004,2009,2014,0,3,"M",4231
"2731","55_35_20173",55,35,20173,2003,2008,2013,0,3,"F",1234
"2732","55_35_20176",55,35,20176,2000,2005,2010,2016,4,"M",2341
"2733","55_35_20179",55,35,20179,2001,2006,2011,2017,4,"M",4321
"2734","55_35_20180",55,35,20180,2001,2006,2011,2017,4,"M",4321
"2735","55_35_20208",55,35,20208,2000,2005,2010,2015,4,"M",1324
"2736","55_35_20242",55,35,20242,2001,2006,2011,2016,4,"M",1423
"2737","55_35_20252",55,35,20252,2004,2009,2014,0,3,"F",2134
"2738","55_35_20253",55,35,20253,2002,2007,2012,2018,4,"F",1324
"2739","55_35_20257",55,35,20257,2000,2005,2010,2016,4,"M",2314
"2740","55_35_20260",55,35,20260,2000,2005,2010,2015,4,"M",3214
"2741","55_35_20267",55,35,20267,2000,2005,2010,2016,4,"F",3421
"2742","55_35_20270",55,35,20270,2001,2006,2011,2017,4,"M",2134
"2743","55_35_20271",55,35,20271,2001,2006,2011,2017,4,"M",2143
"2744","55_35_20272",55,35,20272,2001,2006,2011,2017,4,"F",3412
"2745","55_35_20273",55,35,20273,2001,2006,2011,2017,4,"F",1234
"2746","55_35_20275",55,35,20275,2001,2006,2011,2017,4,"F",4123
"2747","55_35_20276",55,35,20276,2001,2006,2011,2016,4,"M",2431
"2748","55_35_20285",55,35,20285,2002,2007,2012,2018,4,"F",2413
"2749","55_35_20287",55,35,20287,2002,2007,2012,2019,4,"F",4231
"2750","55_35_20289",55,35,20289,2002,2007,2012,2019,4,"M",3241
"2751","55_35_20292",55,35,20292,2002,2007,2012,2018,4,"F",4132
"2752","55_35_20293",55,35,20293,2002,2007,2012,2018,4,"F",4213
"2753","55_35_20294",55,35,20294,2003,2008,2013,0,3,"F",3124
"2754","55_35_20295",55,35,20295,2003,2008,2013,2019,4,"F",2341
"2755","55_35_20296",55,35,20296,2003,2008,2013,0,3,"F",3412
"2756","55_35_20297",55,35,20297,2003,2008,2013,0,3,"F",4213
"2757","55_35_20299",55,35,20299,2003,2008,2013,0,3,"F",1423
"2758","55_35_20303",55,35,20303,2003,2008,2013,0,3,"F",4231
"2759","55_35_20305",55,35,20305,2003,2008,2013,0,3,"F",1234
"2760","55_35_20321",55,35,20321,2004,2009,2014,0,3,"F",2431
"2761","55_35_20322",55,35,20322,2004,2009,2014,0,3,"M",4321
"2762","55_35_20323",55,35,20323,2004,2009,2014,0,3,"F",2341
"2763","55_35_20324",55,35,20324,2004,2009,2014,0,3,"M",2143
"2764","55_35_20325",55,35,20325,2004,2009,2014,0,3,"F",2134
"2765","55_37_20006",55,37,20006,2000,2005,2010,2016,4,"F",2341
"2766","55_37_20007",55,37,20007,2004,2009,2015,0,3,"F",1324
"2767","55_37_20008",55,37,20008,2000,2005,2010,2015,4,"F",1243
"2768","55_37_20009",55,37,20009,2001,2006,2011,2016,4,"F",1432
"2769","55_37_20013",55,37,20013,2000,2005,2010,2016,4,"M",3421
"2770","55_37_20015",55,37,20015,2002,2007,2012,2019,4,"F",4123
"2771","55_37_20017",55,37,20017,2003,2008,2013,0,3,"F",2341
"2772","55_37_20018",55,37,20018,2002,2007,2012,2018,4,"M",1423
"2773","55_37_20019",55,37,20019,2003,2008,2013,0,3,"F",1432
"2774","55_37_20020",55,37,20020,2003,2008,2013,0,3,"F",4321
"2775","55_37_20021",55,37,20021,2001,2006,2011,2017,4,"F",4123
"2776","55_37_20022",55,37,20022,2001,2006,2011,2017,4,"F",1423
"2777","55_37_20027",55,37,20027,2003,2008,2013,2019,4,"F",3412
"2778","55_37_20028",55,37,20028,2001,2006,2011,2017,4,"F",4231
"2779","55_37_20029",55,37,20029,2004,2009,2014,0,3,"F",3214
"2780","55_37_20032",55,37,20032,2003,2008,2013,0,3,"F",1432
"2781","55_37_20039",55,37,20039,2001,2006,2011,2017,4,"F",2143
"2782","55_37_20041",55,37,20041,2000,2005,2010,2015,4,"F",2143
"2783","55_37_20047",55,37,20047,2004,2009,2014,0,3,"F",2341
"2784","55_37_20048",55,37,20048,2003,2008,2013,0,3,"F",4132
"2785","55_37_20051",55,37,20051,2002,2007,2012,2019,4,"F",3142
"2786","55_37_20052",55,37,20052,2004,2009,2014,0,3,"F",4312
"2787","55_37_20060",55,37,20060,2004,2009,2015,0,3,"F",1423
"2788","55_37_20064",55,37,20064,2004,2009,2014,0,3,"F",2143
"2789","55_37_20067",55,37,20067,2001,2006,2011,2017,4,"M",3214
"2790","55_37_20068",55,37,20068,2002,2007,2012,2018,4,"F",2314
"2791","55_37_20069",55,37,20069,2002,2007,2012,2018,4,"F",3142
"2792","55_37_20075",55,37,20075,2004,2009,2014,0,3,"F",1234
"2793","55_37_20092",55,37,20092,2001,2006,2011,2017,4,"F",4123
"2794","55_37_20094",55,37,20094,2000,2005,2010,2016,4,"F",4321
"2795","55_37_20095",55,37,20095,2004,2009,2014,0,3,"F",1324
"2796","55_37_20097",55,37,20097,2003,2008,2013,0,3,"F",1423
"2797","55_37_20099",55,37,20099,2000,2005,2010,2015,4,"F",1243
"2798","55_37_20101",55,37,20101,2002,2007,2012,2018,4,"F",4321
"2799","55_37_20104",55,37,20104,2002,2007,2012,2018,4,"F",3124
"2800","55_37_20107",55,37,20107,2001,2006,2011,2017,4,"F",2143
"2801","55_37_20113",55,37,20113,2002,2007,2012,2018,4,"F",4321
"2802","55_37_20114",55,37,20114,2002,2007,2012,2018,4,"F",4132
"2803","55_37_20116",55,37,20116,2000,2005,2010,2015,4,"F",1324
"2804","55_37_20118",55,37,20118,2001,2006,2011,2017,4,"F",2431
"2805","55_37_20120",55,37,20120,2002,2007,2012,2019,4,"F",3124
"2806","55_37_20121",55,37,20121,2002,2007,2012,2018,4,"F",3412
"2807","55_37_20122",55,37,20122,2003,2008,2013,0,3,"F",2431
"2808","55_37_20126",55,37,20126,2004,2009,2015,0,3,"F",2134
"2809","55_37_20128",55,37,20128,2000,2005,2010,2016,4,"F",1234
"2810","55_37_20131",55,37,20131,2000,2005,2010,2015,4,"F",3142
"2811","55_37_20132",55,37,20132,2003,2008,2013,0,3,"F",2413
"2812","55_37_20138",55,37,20138,2003,2008,2013,2019,4,"M",1234
"2813","55_37_20139",55,37,20139,2003,2008,2013,2019,4,"F",2413
"2814","55_37_20143",55,37,20143,2004,2009,2014,0,3,"M",4231
"2815","55_37_20144",55,37,20144,2000,2005,2010,2016,4,"F",2143
"2816","55_37_20146",55,37,20146,2000,2005,2010,2016,4,"F",4213
"2817","55_37_20150",55,37,20150,2003,2008,2013,0,3,"F",4312
"2818","55_37_20155",55,37,20155,2004,2009,2014,0,3,"F",3421
"2819","55_37_20157",55,37,20157,2003,2008,2013,2019,4,"F",3214
"2820","55_37_20159",55,37,20159,2002,2007,2012,2019,4,"F",2143
"2821","55_37_20162",55,37,20162,2002,2007,2012,2019,4,"F",2314
"2822","55_37_20165",55,37,20165,2004,2009,2014,0,3,"F",3421
"2823","55_37_20167",55,37,20167,2004,2009,2015,0,3,"F",2431
"2824","55_37_20201",55,37,20201,2000,2005,2010,2015,4,"F",1432
"2825","55_37_20203",55,37,20203,2001,2006,2011,2017,4,"F",1423
"2826","55_37_20205",55,37,20205,2000,2005,2010,2015,4,"F",3214
"2827","55_37_20206",55,37,20206,2000,2005,2010,2016,4,"F",3421
"2828","55_37_20207",55,37,20207,2000,2005,2010,2016,4,"F",3421
"2829","55_37_20208",55,37,20208,2000,2005,2010,2016,4,"F",2413
"2830","55_37_20209",55,37,20209,2000,2005,2010,2016,4,"F",3421
"2831","55_37_20210",55,37,20210,2001,2006,2011,2017,4,"F",1243
"2832","55_37_20212",55,37,20212,2001,2006,2011,2017,4,"F",4213
"2833","55_37_20213",55,37,20213,2001,2006,2011,2018,4,"F",3241
"2834","55_37_20214",55,37,20214,2001,2006,2011,2017,4,"F",4321
"2835","55_37_20215",55,37,20215,2001,2006,2011,2018,4,"F",1243
"2836","55_37_20216",55,37,20216,2001,2006,2011,2017,4,"F",1243
"2837","55_37_20224",55,37,20224,2002,2007,2012,2018,4,"F",1234
"2838","55_37_20225",55,37,20225,2002,2007,2012,2019,4,"F",4213
"2839","55_37_20226",55,37,20226,2002,2007,2012,2019,4,"F",4312
"2840","55_37_20228",55,37,20228,2002,2007,2012,2018,4,"F",3421
"2841","55_37_20229",55,37,20229,2002,2007,2012,2018,4,"M",2413
"2842","55_37_20230",55,37,20230,2002,2007,2012,2019,4,"F",4123
"2843","55_37_20231",55,37,20231,2003,2008,2013,0,3,"F",1243
"2844","55_37_20232",55,37,20232,2003,2008,2013,2019,4,"F",2341
"2845","55_37_20233",55,37,20233,2003,2008,2013,0,3,"F",4231
"2846","55_37_20234",55,37,20234,2003,2008,2013,0,3,"F",1423
"2847","55_37_20235",55,37,20235,2003,2008,2013,0,3,"F",3421
"2848","55_37_20236",55,37,20236,2003,2008,2013,0,3,"F",3142
"2849","55_37_20237",55,37,20237,2003,2008,2013,2019,4,"F",1243
"2850","55_37_20244",55,37,20244,2003,2008,2013,2019,4,"F",1423
"2851","55_37_20245",55,37,20245,2004,2009,2014,0,3,"M",4231
"2852","55_37_20246",55,37,20246,2004,2009,2014,0,3,"F",3421
"2853","55_37_20247",55,37,20247,2004,2009,2014,0,3,"F",4123
"2854","55_37_20248",55,37,20248,2004,2009,2015,0,3,"F",3241
"2855","55_37_20249",55,37,20249,2004,2009,2014,0,3,"F",1432
"2856","55_37_20250",55,37,20250,2004,2009,2015,0,3,"F",1234
"2857","55_37_20251",55,37,20251,2004,2009,2014,0,3,"F",1432
"2858","55_37_20252",55,37,20252,2004,2009,2014,0,3,"F",4132
"2859","55_37_29010",55,37,29010,2001,2006,2011,2017,4,"F",4312
"2860","55_37_29012",55,37,29012,2000,2005,2010,2015,4,"M",3142
"2861","55_37_29013",55,37,29013,2000,2005,2010,2015,4,"M",1234
"2862","55_37_29018",55,37,29018,2001,2006,2011,2017,4,"F",4312
"2863","55_37_29027",55,37,29027,2004,2009,2014,0,3,"F",2314
"2864","55_39_20025",55,39,20025,2002,2007,2012,2019,4,"F",1432
"2865","55_39_20079",55,39,20079,2003,2008,2013,0,3,"F",3412
"2866","55_39_20083",55,39,20083,2003,2008,2013,0,3,"M",1423
"2867","55_39_20125",55,39,20125,2000,2005,2010,2016,4,"M",3421
"2868","55_39_20156",55,39,20156,2004,2009,2014,0,3,"F",2134
"2869","55_39_20163",55,39,20163,2001,2006,2011,2016,4,"M",4231
"2870","55_39_20177",55,39,20177,2002,2007,2012,2019,4,"F",2431
"2871","55_39_20199",55,39,20199,2004,2009,2014,0,3,"M",1342
"2872","55_39_20246",55,39,20246,2001,2006,2011,2017,4,"M",3124
"2873","55_39_20276",55,39,20276,2002,2007,2012,2018,4,"M",2314
"2874","55_39_20282",55,39,20282,2000,2005,2010,2016,4,"F",3421
"2875","55_39_20293",55,39,20293,2001,2006,2011,2017,4,"F",1234
"2876","55_39_20294",55,39,20294,2001,2006,2011,2016,4,"M",4123
"2877","55_39_20366",55,39,20366,2004,2009,2014,0,3,"F",1324
"2878","55_39_20371",55,39,20371,2004,2009,2014,0,3,"M",4213
"2879","55_41_20007",55,41,20007,2002,2007,2012,2018,4,"F",3124
"2880","55_41_20008",55,41,20008,2001,2006,2011,2017,4,"F",3124
"2881","55_41_20013",55,41,20013,2003,2008,2013,2019,4,"F",2341
"2882","55_41_20015",55,41,20015,2003,2008,2013,2019,4,"F",1324
"2883","55_41_20021",55,41,20021,2004,2009,2014,0,3,"F",4231
"2884","55_41_20022",55,41,20022,2001,2006,2011,2017,4,"F",2341
"2885","55_41_20023",55,41,20023,2004,2009,2014,0,3,"M",1432
"2886","55_41_20025",55,41,20025,2001,2006,2011,2017,4,"F",4321
"2887","55_41_20028",55,41,20028,2002,2007,2012,2019,4,"F",4312
"2888","55_41_20036",55,41,20036,2001,2006,2011,2016,4,"M",4312
"2889","55_41_20040",55,41,20040,2002,2007,2012,2018,4,"F",2143
"2890","55_41_20042",55,41,20042,2002,2007,2012,2018,4,"F",1234
"2891","55_41_20043",55,41,20043,2004,2009,2015,0,3,"F",4123
"2892","55_41_20053",55,41,20053,2004,2009,2014,0,3,"F",4132
"2893","55_41_20056",55,41,20056,2002,2007,2012,2019,4,"F",1324
"2894","55_41_20057",55,41,20057,2002,2007,2012,2019,4,"F",2134
"2895","55_41_20059",55,41,20059,2000,2005,2010,2016,4,"F",3241
"2896","55_41_20064",55,41,20064,2000,2005,2010,2016,4,"F",1234
"2897","55_41_20066",55,41,20066,2000,2005,2010,2015,4,"F",1243
"2898","55_41_20069",55,41,20069,2004,2009,2014,0,3,"F",3142
"2899","55_41_20073",55,41,20073,2002,2007,2012,2018,4,"F",4213
"2900","55_41_20076",55,41,20076,2001,2006,2011,2017,4,"F",2314
"2901","55_41_20077",55,41,20077,2004,2009,2015,0,3,"F",2431
"2902","55_41_20081",55,41,20081,2000,2005,2010,2016,4,"F",1243
