...1,KEY,STATECD,COUNTYCD,PLOT,t0,t1,t2,t3,N_REM,CONDITION,subplot_list,SUBKEY
2571,55_31_20573,55,31,20573,2000,2005,2010,2015,4,F,4321,55_31_20573_2000_4
2572,55_31_20575,55,31,20575,2000,2005,2010,2015,4,F,3142,55_31_20575_2000_3
2573,55_31_20577,55,31,20577,2000,2005,2010,2016,4,F,1234,55_31_20577_2000_1
2574,55_31_20581,55,31,20581,2000,2005,2010,2016,4,F,3142,55_31_20581_2000_3
2576,55_31_20584,55,31,20584,2000,2005,2010,2015,4,F,2341,55_31_20584_2000_2
2577,55_31_20588,55,31,20588,2000,2005,2010,2015,4,F,3124,55_31_20588_2000_3
2578,55_31_20590,55,31,20590,2001,2006,2011,2017,4,F,4213,55_31_20590_2001_4
2579,55_31_20591,55,31,20591,2001,2006,2011,2017,4,F,1342,55_31_20591_2001_1
2580,55_31_20592,55,31,20592,2001,2006,2011,2017,4,M,3124,55_31_20592_2001_3
2581,55_31_20593,55,31,20593,2001,2006,2011,2018,4,M,1324,55_31_20593_2001_1
2582,55_31_20594,55,31,20594,2001,2006,2011,2018,4,F,2341,55_31_20594_2001_2
2583,55_31_20595,55,31,20595,2001,2006,2011,2016,4,M,4123,55_31_20595_2001_4
2584,55_31_20596,55,31,20596,2001,2006,2011,2017,4,F,2134,55_31_20596_2001_2
2585,55_31_20598,55,31,20598,2001,2006,2011,2017,4,F,2341,55_31_20598_2001_2
2586,55_31_20600,55,31,20600,2001,2006,2011,2016,4,F,1243,55_31_20600_2001_1
2587,55_31_20601,55,31,20601,2001,2006,2011,2017,4,M,2143,55_31_20601_2001_2
2589,55_31_20603,55,31,20603,2001,2006,2011,2016,4,M,3241,55_31_20603_2001_3
2590,55_31_20604,55,31,20604,2001,2006,2011,2017,4,F,3421,55_31_20604_2001_3
2592,55_31_20609,55,31,20609,2001,2006,2011,2017,4,F,4321,55_31_20609_2001_4
2593,55_31_20610,55,31,20610,2001,2006,2011,2017,4,F,1243,55_31_20610_2001_1
2594,55_31_20611,55,31,20611,2001,2006,2011,2017,4,F,4312,55_31_20611_2001_4
2595,55_31_20612,55,31,20612,2001,2006,2011,2018,4,F,4132,55_31_20612_2001_4
2596,55_31_20634,55,31,20634,2002,2007,2012,2018,4,F,1342,55_31_20634_2002_1
2597,55_31_20638,55,31,20638,2002,2007,2012,2018,4,M,3142,55_31_20638_2002_3
2598,55_31_20640,55,31,20640,2002,2007,2012,2018,4,F,4213,55_31_20640_2002_4
2599,55_31_20643,55,31,20643,2002,2007,2012,2019,4,F,3124,55_31_20643_2002_3
2600,55_31_20644,55,31,20644,2002,2007,2012,2019,4,F,3241,55_31_20644_2002_3
2601,55_31_20645,55,31,20645,2002,2007,2012,2019,4,M,4231,55_31_20645_2002_4
2604,55_31_20649,55,31,20649,2002,2007,2012,2019,4,F,4321,55_31_20649_2002_4
2605,55_31_20650,55,31,20650,2002,2007,2012,2019,4,F,1423,55_31_20650_2002_1
2606,55_31_20652,55,31,20652,2002,2007,2012,2018,4,F,1423,55_31_20652_2002_1
2607,55_31_20654,55,31,20654,2002,2007,2012,2019,4,F,1423,55_31_20654_2002_1
2608,55_31_20655,55,31,20655,2002,2007,2012,2018,4,F,1243,55_31_20655_2002_1
2609,55_31_20657,55,31,20657,2002,2007,2012,2018,4,F,3124,55_31_20657_2002_3
2611,55_31_20659,55,31,20659,2003,2008,2013,0,3,M,2413,55_31_20659_2003_2
2612,55_31_20661,55,31,20661,2003,2008,2013,2019,4,F,4321,55_31_20661_2003_4
2613,55_31_20662,55,31,20662,2003,2008,2013,0,3,F,3214,55_31_20662_2003_3
2614,55_31_20663,55,31,20663,2003,2008,2013,2019,4,F,3214,55_31_20663_2003_3
2616,55_31_20666,55,31,20666,2003,2008,2013,0,3,F,2143,55_31_20666_2003_2
2619,55_31_20670,55,31,20670,2003,2008,2013,0,3,F,2431,55_31_20670_2003_2
2620,55_31_20671,55,31,20671,2003,2008,2013,0,3,F,1243,55_31_20671_2003_1
2621,55_31_20672,55,31,20672,2003,2008,2013,0,3,F,1423,55_31_20672_2003_1
2622,55_31_20673,55,31,20673,2003,2008,2013,2019,4,F,4213,55_31_20673_2003_4
2623,55_31_20674,55,31,20674,2003,2008,2013,2019,4,F,4321,55_31_20674_2003_4
2624,55_31_20675,55,31,20675,2003,2008,2013,0,3,F,3241,55_31_20675_2003_3
2625,55_31_20676,55,31,20676,2003,2008,2013,0,3,F,2314,55_31_20676_2003_2
2627,55_31_20678,55,31,20678,2003,2008,2013,0,3,F,2413,55_31_20678_2003_2
2628,55_31_20697,55,31,20697,2004,2009,2014,0,3,F,4321,55_31_20697_2004_4
2629,55_31_20699,55,31,20699,2004,2009,2014,0,3,F,1342,55_31_20699_2004_1
2630,55_31_20700,55,31,20700,2004,2009,2014,0,3,F,2134,55_31_20700_2004_2
2631,55_31_20701,55,31,20701,2004,2009,2014,0,3,F,3124,55_31_20701_2004_3
2632,55_31_20702,55,31,20702,2004,2009,2014,0,3,F,3421,55_31_20702_2004_3
2633,55_31_20703,55,31,20703,2004,2009,2014,0,3,M,3142,55_31_20703_2004_3
2634,55_31_20704,55,31,20704,2004,2009,2014,0,3,F,1234,55_31_20704_2004_1
2636,55_31_20707,55,31,20707,2004,2009,2014,0,3,F,4231,55_31_20707_2004_4
2637,55_31_20708,55,31,20708,2004,2009,2015,0,3,F,2413,55_31_20708_2004_2
2640,55_31_20714,55,31,20714,2004,2009,2015,0,3,F,1432,55_31_20714_2004_1
2641,55_31_20715,55,31,20715,2004,2009,2015,0,3,F,3241,55_31_20715_2004_3
2642,55_33_20035,55,33,20035,2000,2005,2010,2016,4,F,1432,55_33_20035_2000_1
2643,55_33_20041,55,33,20041,2004,2009,2014,0,3,F,1324,55_33_20041_2004_1
2645,55_33_20060,55,33,20060,2004,2009,2014,0,3,F,1243,55_33_20060_2004_1
2646,55_33_20065,55,33,20065,2004,2009,2014,0,3,F,3124,55_33_20065_2004_3
2647,55_33_20087,55,33,20087,2004,2009,2015,0,3,F,4132,55_33_20087_2004_4
2648,55_33_20095,55,33,20095,2003,2008,2013,2019,4,M,3142,55_33_20095_2003_3
2649,55_33_20116,55,33,20116,2002,2007,2012,2019,4,F,4312,55_33_20116_2002_4
2651,55_33_20121,55,33,20121,2001,2006,2011,2017,4,M,2134,55_33_20121_2001_2
2652,55_33_20125,55,33,20125,2003,2008,2013,0,3,F,4231,55_33_20125_2003_4
2653,55_33_20137,55,33,20137,2004,2009,2014,0,3,M,2431,55_33_20137_2004_2
2654,55_33_20141,55,33,20141,2003,2008,2013,0,3,M,1234,55_33_20141_2003_1
2655,55_33_20143,55,33,20143,2002,2007,2012,2018,4,M,1234,55_33_20143_2002_1
2656,55_33_20144,55,33,20144,2002,2007,2012,2019,4,F,4312,55_33_20144_2002_4
2657,55_33_20154,55,33,20154,2001,2006,2011,2017,4,M,1243,55_33_20154_2001_1
2661,55_33_20186,55,33,20186,2001,2006,2011,2016,4,F,3124,55_33_20186_2001_3
2662,55_33_20187,55,33,20187,2000,2005,2010,2015,4,F,4321,55_33_20187_2000_4
2663,55_33_20195,55,33,20195,2004,2009,2014,0,3,F,1342,55_33_20195_2004_1
2664,55_33_20198,55,33,20198,2000,2005,2010,2016,4,F,3124,55_33_20198_2000_3
2665,55_33_20201,55,33,20201,2001,2006,2011,2017,4,F,2134,55_33_20201_2001_2
2666,55_33_20213,55,33,20213,2003,2008,2013,0,3,M,1324,55_33_20213_2003_1
2667,55_33_20218,55,33,20218,2002,2007,2012,2018,4,F,4231,55_33_20218_2002_4
2668,55_33_20220,55,33,20220,2000,2005,2010,2016,4,M,3241,55_33_20220_2000_3
2669,55_33_20231,55,33,20231,2004,2009,2014,0,3,F,4132,55_33_20231_2004_4
2670,55_33_20244,55,33,20244,2001,2006,2011,2016,4,F,4312,55_33_20244_2001_4
2671,55_33_20246,55,33,20246,2000,2005,2010,2016,4,F,1423,55_33_20246_2000_1
2672,55_33_20258,55,33,20258,2003,2008,2013,0,3,F,1324,55_33_20258_2003_1
2673,55_33_20281,55,33,20281,2002,2007,2012,2018,4,M,3412,55_33_20281_2002_3
2674,55_33_20299,55,33,20299,2004,2009,2014,0,3,F,1234,55_33_20299_2004_1
2676,55_33_20319,55,33,20319,2002,2007,2012,2019,4,F,1324,55_33_20319_2002_1
2677,55_33_20322,55,33,20322,2004,2009,2014,0,3,F,1342,55_33_20322_2004_1
2678,55_33_20325,55,33,20325,2000,2005,2010,2016,4,M,3241,55_33_20325_2000_3
2679,55_33_20330,55,33,20330,2000,2005,2010,2016,4,M,4321,55_33_20330_2000_4
2680,55_33_20331,55,33,20331,2000,2005,2010,2015,4,F,3214,55_33_20331_2000_3
2681,55_33_20337,55,33,20337,2000,2005,2010,2015,4,F,2143,55_33_20337_2000_2
2682,55_33_20339,55,33,20339,2000,2005,2010,2016,4,F,1423,55_33_20339_2000_1
2683,55_33_20341,55,33,20341,2000,2005,2010,2016,4,F,3124,55_33_20341_2000_3
2684,55_33_20342,55,33,20342,2000,2005,2010,2016,4,F,3412,55_33_20342_2000_3
2685,55_33_20343,55,33,20343,2000,2005,2010,2016,4,F,3412,55_33_20343_2000_3
2686,55_33_20345,55,33,20345,2001,2006,2011,2017,4,M,1432,55_33_20345_2001_1
2688,55_33_20352,55,33,20352,2001,2006,2011,2017,4,F,2431,55_33_20352_2001_2
2689,55_33_20369,55,33,20369,2002,2007,2012,2019,4,F,3142,55_33_20369_2002_3
2690,55_33_20370,55,33,20370,2002,2007,2012,2018,4,F,1234,55_33_20370_2002_1
2692,55_33_20374,55,33,20374,2002,2007,2012,2019,4,M,3124,55_33_20374_2002_3
2693,55_33_20378,55,33,20378,2002,2007,2012,2019,4,M,4321,55_33_20378_2002_4
2695,55_33_20380,55,33,20380,2002,2007,2012,2019,4,F,4321,55_33_20380_2002_4
2696,55_33_20381,55,33,20381,2002,2007,2012,2019,4,F,1432,55_33_20381_2002_1
2697,55_33_20382,55,33,20382,2003,2008,2013,0,3,F,4231,55_33_20382_2003_4
2698,55_33_20389,55,33,20389,2003,2008,2013,0,3,M,4132,55_33_20389_2003_4
2699,55_33_20391,55,33,20391,2003,2008,2013,0,3,F,4321,55_33_20391_2003_4
2700,55_33_20407,55,33,20407,2004,2009,2014,0,3,M,2143,55_33_20407_2004_2
2701,55_33_20410,55,33,20410,2004,2009,2014,0,3,F,3412,55_33_20410_2004_3
2702,55_33_20411,55,33,20411,2004,2009,2014,0,3,F,3124,55_33_20411_2004_3
2703,55_33_20413,55,33,20413,2004,2009,2015,0,3,M,3142,55_33_20413_2004_3
2704,55_33_20414,55,33,20414,2004,2009,2014,0,3,F,2431,55_33_20414_2004_2
2705,55_33_20417,55,33,20417,2004,2009,2014,0,3,F,1234,55_33_20417_2004_1
2706,55_35_20002,55,35,20002,2001,2006,2011,2018,4,F,2431,55_35_20002_2001_2
2709,55_35_20021,55,35,20021,2004,2009,2014,0,3,F,4231,55_35_20021_2004_4
2710,55_35_20022,55,35,20022,2000,2005,2010,2016,4,M,4213,55_35_20022_2000_4
2713,55_35_20047,55,35,20047,2002,2007,2012,2018,4,F,4231,55_35_20047_2002_4
2714,55_35_20060,55,35,20060,2003,2008,2013,0,3,M,3421,55_35_20060_2003_3
2716,55_35_20072,55,35,20072,2004,2009,2015,0,3,F,1423,55_35_20072_2004_1
2717,55_35_20084,55,35,20084,2000,2005,2010,2016,4,F,1432,55_35_20084_2000_1
2718,55_35_20089,55,35,20089,2001,2006,2011,2017,4,M,4231,55_35_20089_2001_4
2720,55_35_20111,55,35,20111,2003,2008,2013,0,3,F,2431,55_35_20111_2003_2
2721,55_35_20117,55,35,20117,2003,2008,2013,0,3,F,3124,55_35_20117_2003_3
2722,55_35_20120,55,35,20120,2000,2005,2010,2016,4,M,4132,55_35_20120_2000_4
2723,55_35_20130,55,35,20130,2000,2005,2010,2016,4,F,1234,55_35_20130_2000_1
2724,55_35_20132,55,35,20132,2001,2006,2011,2017,4,M,4312,55_35_20132_2001_4
2727,55_35_20143,55,35,20143,2000,2005,2010,2016,4,F,3241,55_35_20143_2000_3
2729,55_35_20154,55,35,20154,2001,2006,2011,2018,4,M,3412,55_35_20154_2001_3
2731,55_35_20173,55,35,20173,2003,2008,2013,0,3,F,1234,55_35_20173_2003_1
2734,55_35_20180,55,35,20180,2001,2006,2011,2017,4,M,4321,55_35_20180_2001_4
2736,55_35_20242,55,35,20242,2001,2006,2011,2016,4,M,1423,55_35_20242_2001_1
2737,55_35_20252,55,35,20252,2004,2009,2014,0,3,F,2134,55_35_20252_2004_2
2738,55_35_20253,55,35,20253,2002,2007,2012,2018,4,F,1324,55_35_20253_2002_1
2740,55_35_20260,55,35,20260,2000,2005,2010,2015,4,M,3214,55_35_20260_2000_3
2741,55_35_20267,55,35,20267,2000,2005,2010,2016,4,F,3421,55_35_20267_2000_3
2744,55_35_20272,55,35,20272,2001,2006,2011,2017,4,F,3412,55_35_20272_2001_3
2745,55_35_20273,55,35,20273,2001,2006,2011,2017,4,F,1234,55_35_20273_2001_1
2746,55_35_20275,55,35,20275,2001,2006,2011,2017,4,F,4123,55_35_20275_2001_4
2747,55_35_20276,55,35,20276,2001,2006,2011,2016,4,M,2431,55_35_20276_2001_2
2748,55_35_20285,55,35,20285,2002,2007,2012,2018,4,F,2413,55_35_20285_2002_2
2749,55_35_20287,55,35,20287,2002,2007,2012,2019,4,F,4231,55_35_20287_2002_4
2750,55_35_20289,55,35,20289,2002,2007,2012,2019,4,M,3241,55_35_20289_2002_3
2751,55_35_20292,55,35,20292,2002,2007,2012,2018,4,F,4132,55_35_20292_2002_4
2752,55_35_20293,55,35,20293,2002,2007,2012,2018,4,F,4213,55_35_20293_2002_4
2753,55_35_20294,55,35,20294,2003,2008,2013,0,3,F,3124,55_35_20294_2003_3
2754,55_35_20295,55,35,20295,2003,2008,2013,2019,4,F,2341,55_35_20295_2003_2
2755,55_35_20296,55,35,20296,2003,2008,2013,0,3,F,3412,55_35_20296_2003_3
2756,55_35_20297,55,35,20297,2003,2008,2013,0,3,F,4213,55_35_20297_2003_4
2757,55_35_20299,55,35,20299,2003,2008,2013,0,3,F,1423,55_35_20299_2003_1
2758,55_35_20303,55,35,20303,2003,2008,2013,0,3,F,4231,55_35_20303_2003_4
2759,55_35_20305,55,35,20305,2003,2008,2013,0,3,F,1234,55_35_20305_2003_1
2760,55_35_20321,55,35,20321,2004,2009,2014,0,3,F,2431,55_35_20321_2004_2
2761,55_35_20322,55,35,20322,2004,2009,2014,0,3,M,4321,55_35_20322_2004_4
2762,55_35_20323,55,35,20323,2004,2009,2014,0,3,F,2341,55_35_20323_2004_2
2763,55_35_20324,55,35,20324,2004,2009,2014,0,3,M,2143,55_35_20324_2004_2
2764,55_35_20325,55,35,20325,2004,2009,2014,0,3,F,2134,55_35_20325_2004_2
2765,55_37_20006,55,37,20006,2000,2005,2010,2016,4,F,2341,55_37_20006_2000_2
2766,55_37_20007,55,37,20007,2004,2009,2015,0,3,F,1324,55_37_20007_2004_1
2767,55_37_20008,55,37,20008,2000,2005,2010,2015,4,F,1243,55_37_20008_2000_1
2768,55_37_20009,55,37,20009,2001,2006,2011,2016,4,F,1432,55_37_20009_2001_1
2770,55_37_20015,55,37,20015,2002,2007,2012,2019,4,F,4123,55_37_20015_2002_4
2771,55_37_20017,55,37,20017,2003,2008,2013,0,3,F,2341,55_37_20017_2003_2
2772,55_37_20018,55,37,20018,2002,2007,2012,2018,4,M,1423,55_37_20018_2002_1
2773,55_37_20019,55,37,20019,2003,2008,2013,0,3,F,1432,55_37_20019_2003_1
2774,55_37_20020,55,37,20020,2003,2008,2013,0,3,F,4321,55_37_20020_2003_4
2775,55_37_20021,55,37,20021,2001,2006,2011,2017,4,F,4123,55_37_20021_2001_4
2776,55_37_20022,55,37,20022,2001,2006,2011,2017,4,F,1423,55_37_20022_2001_1
2777,55_37_20027,55,37,20027,2003,2008,2013,2019,4,F,3412,55_37_20027_2003_3
2778,55_37_20028,55,37,20028,2001,2006,2011,2017,4,F,4231,55_37_20028_2001_4
2779,55_37_20029,55,37,20029,2004,2009,2014,0,3,F,3214,55_37_20029_2004_3
2780,55_37_20032,55,37,20032,2003,2008,2013,0,3,F,1432,55_37_20032_2003_1
2781,55_37_20039,55,37,20039,2001,2006,2011,2017,4,F,2143,55_37_20039_2001_2
2782,55_37_20041,55,37,20041,2000,2005,2010,2015,4,F,2143,55_37_20041_2000_2
2783,55_37_20047,55,37,20047,2004,2009,2014,0,3,F,2341,55_37_20047_2004_2
2784,55_37_20048,55,37,20048,2003,2008,2013,0,3,F,4132,55_37_20048_2003_4
2785,55_37_20051,55,37,20051,2002,2007,2012,2019,4,F,3142,55_37_20051_2002_3
2786,55_37_20052,55,37,20052,2004,2009,2014,0,3,F,4312,55_37_20052_2004_4
2787,55_37_20060,55,37,20060,2004,2009,2015,0,3,F,1423,55_37_20060_2004_1
2788,55_37_20064,55,37,20064,2004,2009,2014,0,3,F,2143,55_37_20064_2004_2
2790,55_37_20068,55,37,20068,2002,2007,2012,2018,4,F,2314,55_37_20068_2002_2
2791,55_37_20069,55,37,20069,2002,2007,2012,2018,4,F,3142,55_37_20069_2002_3
2792,55_37_20075,55,37,20075,2004,2009,2014,0,3,F,1234,55_37_20075_2004_1
2793,55_37_20092,55,37,20092,2001,2006,2011,2017,4,F,4123,55_37_20092_2001_4
2794,55_37_20094,55,37,20094,2000,2005,2010,2016,4,F,4321,55_37_20094_2000_4
2795,55_37_20095,55,37,20095,2004,2009,2014,0,3,F,1324,55_37_20095_2004_1
2796,55_37_20097,55,37,20097,2003,2008,2013,0,3,F,1423,55_37_20097_2003_1
2797,55_37_20099,55,37,20099,2000,2005,2010,2015,4,F,1243,55_37_20099_2000_1
2798,55_37_20101,55,37,20101,2002,2007,2012,2018,4,F,4321,55_37_20101_2002_4
2799,55_37_20104,55,37,20104,2002,2007,2012,2018,4,F,3124,55_37_20104_2002_3
2801,55_37_20113,55,37,20113,2002,2007,2012,2018,4,F,4321,55_37_20113_2002_4
2802,55_37_20114,55,37,20114,2002,2007,2012,2018,4,F,4132,55_37_20114_2002_4
2803,55_37_20116,55,37,20116,2000,2005,2010,2015,4,F,1324,55_37_20116_2000_1
2804,55_37_20118,55,37,20118,2001,2006,2011,2017,4,F,2431,55_37_20118_2001_2
2805,55_37_20120,55,37,20120,2002,2007,2012,2019,4,F,3124,55_37_20120_2002_3
2806,55_37_20121,55,37,20121,2002,2007,2012,2018,4,F,3412,55_37_20121_2002_3
2807,55_37_20122,55,37,20122,2003,2008,2013,0,3,F,2431,55_37_20122_2003_2
2808,55_37_20126,55,37,20126,2004,2009,2015,0,3,F,2134,55_37_20126_2004_2
2809,55_37_20128,55,37,20128,2000,2005,2010,2016,4,F,1234,55_37_20128_2000_1
2810,55_37_20131,55,37,20131,2000,2005,2010,2015,4,F,3142,55_37_20131_2000_3
2811,55_37_20132,55,37,20132,2003,2008,2013,0,3,F,2413,55_37_20132_2003_2
2812,55_37_20138,55,37,20138,2003,2008,2013,2019,4,M,1234,55_37_20138_2003_1
2813,55_37_20139,55,37,20139,2003,2008,2013,2019,4,F,2413,55_37_20139_2003_2
2814,55_37_20143,55,37,20143,2004,2009,2014,0,3,M,4231,55_37_20143_2004_4
2815,55_37_20144,55,37,20144,2000,2005,2010,2016,4,F,2143,55_37_20144_2000_2
2816,55_37_20146,55,37,20146,2000,2005,2010,2016,4,F,4213,55_37_20146_2000_4
2818,55_37_20155,55,37,20155,2004,2009,2014,0,3,F,3421,55_37_20155_2004_3
2819,55_37_20157,55,37,20157,2003,2008,2013,2019,4,F,3214,55_37_20157_2003_3
2820,55_37_20159,55,37,20159,2002,2007,2012,2019,4,F,2143,55_37_20159_2002_2
2821,55_37_20162,55,37,20162,2002,2007,2012,2019,4,F,2314,55_37_20162_2002_2
2822,55_37_20165,55,37,20165,2004,2009,2014,0,3,F,3421,55_37_20165_2004_3
2823,55_37_20167,55,37,20167,2004,2009,2015,0,3,F,2431,55_37_20167_2004_2
2824,55_37_20201,55,37,20201,2000,2005,2010,2015,4,F,1432,55_37_20201_2000_1
2825,55_37_20203,55,37,20203,2001,2006,2011,2017,4,F,1423,55_37_20203_2001_1
2826,55_37_20205,55,37,20205,2000,2005,2010,2015,4,F,3214,55_37_20205_2000_3
2827,55_37_20206,55,37,20206,2000,2005,2010,2016,4,F,3421,55_37_20206_2000_3
2828,55_37_20207,55,37,20207,2000,2005,2010,2016,4,F,3421,55_37_20207_2000_3
2829,55_37_20208,55,37,20208,2000,2005,2010,2016,4,F,2413,55_37_20208_2000_2
2830,55_37_20209,55,37,20209,2000,2005,2010,2016,4,F,3421,55_37_20209_2000_3
2831,55_37_20210,55,37,20210,2001,2006,2011,2017,4,F,1243,55_37_20210_2001_1
2832,55_37_20212,55,37,20212,2001,2006,2011,2017,4,F,4213,55_37_20212_2001_4
2833,55_37_20213,55,37,20213,2001,2006,2011,2018,4,F,3241,55_37_20213_2001_3
2834,55_37_20214,55,37,20214,2001,2006,2011,2017,4,F,4321,55_37_20214_2001_4
2835,55_37_20215,55,37,20215,2001,2006,2011,2018,4,F,1243,55_37_20215_2001_1
2836,55_37_20216,55,37,20216,2001,2006,2011,2017,4,F,1243,55_37_20216_2001_1
2837,55_37_20224,55,37,20224,2002,2007,2012,2018,4,F,1234,55_37_20224_2002_1
2838,55_37_20225,55,37,20225,2002,2007,2012,2019,4,F,4213,55_37_20225_2002_4
2839,55_37_20226,55,37,20226,2002,2007,2012,2019,4,F,4312,55_37_20226_2002_4
2840,55_37_20228,55,37,20228,2002,2007,2012,2018,4,F,3421,55_37_20228_2002_3
2841,55_37_20229,55,37,20229,2002,2007,2012,2018,4,M,2413,55_37_20229_2002_2
2842,55_37_20230,55,37,20230,2002,2007,2012,2019,4,F,4123,55_37_20230_2002_4
2843,55_37_20231,55,37,20231,2003,2008,2013,0,3,F,1243,55_37_20231_2003_1
2844,55_37_20232,55,37,20232,2003,2008,2013,2019,4,F,2341,55_37_20232_2003_2
2845,55_37_20233,55,37,20233,2003,2008,2013,0,3,F,4231,55_37_20233_2003_4
2846,55_37_20234,55,37,20234,2003,2008,2013,0,3,F,1423,55_37_20234_2003_1
2847,55_37_20235,55,37,20235,2003,2008,2013,0,3,F,3421,55_37_20235_2003_3
2849,55_37_20237,55,37,20237,2003,2008,2013,2019,4,F,1243,55_37_20237_2003_1
2850,55_37_20244,55,37,20244,2003,2008,2013,2019,4,F,1423,55_37_20244_2003_1
2852,55_37_20246,55,37,20246,2004,2009,2014,0,3,F,3421,55_37_20246_2004_3
2853,55_37_20247,55,37,20247,2004,2009,2014,0,3,F,4123,55_37_20247_2004_4
2854,55_37_20248,55,37,20248,2004,2009,2015,0,3,F,3241,55_37_20248_2004_3
2855,55_37_20249,55,37,20249,2004,2009,2014,0,3,F,1432,55_37_20249_2004_1
2856,55_37_20250,55,37,20250,2004,2009,2015,0,3,F,1234,55_37_20250_2004_1
2857,55_37_20251,55,37,20251,2004,2009,2014,0,3,F,1432,55_37_20251_2004_1
2858,55_37_20252,55,37,20252,2004,2009,2014,0,3,F,4132,55_37_20252_2004_4
2859,55_37_29010,55,37,29010,2001,2006,2011,2017,4,F,4312,55_37_29010_2001_4
2861,55_37_29013,55,37,29013,2000,2005,2010,2015,4,M,1234,55_37_29013_2000_1
2862,55_37_29018,55,37,29018,2001,2006,2011,2017,4,F,4312,55_37_29018_2001_4
2863,55_37_29027,55,37,29027,2004,2009,2014,0,3,F,2314,55_37_29027_2004_2
2864,55_39_20025,55,39,20025,2002,2007,2012,2019,4,F,1432,55_39_20025_2002_1
2865,55_39_20079,55,39,20079,2003,2008,2013,0,3,F,3412,55_39_20079_2003_3
2866,55_39_20083,55,39,20083,2003,2008,2013,0,3,M,1423,55_39_20083_2003_1
2868,55_39_20156,55,39,20156,2004,2009,2014,0,3,F,2134,55_39_20156_2004_2
2869,55_39_20163,55,39,20163,2001,2006,2011,2016,4,M,4231,55_39_20163_2001_4
2870,55_39_20177,55,39,20177,2002,2007,2012,2019,4,F,2431,55_39_20177_2002_2
2871,55_39_20199,55,39,20199,2004,2009,2014,0,3,M,1342,55_39_20199_2004_1
2875,55_39_20293,55,39,20293,2001,2006,2011,2017,4,F,1234,55_39_20293_2001_1
2877,55_39_20366,55,39,20366,2004,2009,2014,0,3,F,1324,55_39_20366_2004_1
2880,55_41_20008,55,41,20008,2001,2006,2011,2017,4,F,3124,55_41_20008_2001_3
2881,55_41_20013,55,41,20013,2003,2008,2013,2019,4,F,2341,55_41_20013_2003_2
2882,55_41_20015,55,41,20015,2003,2008,2013,2019,4,F,1324,55_41_20015_2003_1
2883,55_41_20021,55,41,20021,2004,2009,2014,0,3,F,4231,55_41_20021_2004_4
2884,55_41_20022,55,41,20022,2001,2006,2011,2017,4,F,2341,55_41_20022_2001_2
2885,55_41_20023,55,41,20023,2004,2009,2014,0,3,M,1432,55_41_20023_2004_1
2886,55_41_20025,55,41,20025,2001,2006,2011,2017,4,F,4321,55_41_20025_2001_4
2887,55_41_20028,55,41,20028,2002,2007,2012,2019,4,F,4312,55_41_20028_2002_4
2888,55_41_20036,55,41,20036,2001,2006,2011,2016,4,M,4312,55_41_20036_2001_4
2889,55_41_20040,55,41,20040,2002,2007,2012,2018,4,F,2143,55_41_20040_2002_2
2890,55_41_20042,55,41,20042,2002,2007,2012,2018,4,F,1234,55_41_20042_2002_1
2891,55_41_20043,55,41,20043,2004,2009,2015,0,3,F,4123,55_41_20043_2004_4
2892,55_41_20053,55,41,20053,2004,2009,2014,0,3,F,4132,55_41_20053_2004_4
2893,55_41_20056,55,41,20056,2002,2007,2012,2019,4,F,1324,55_41_20056_2002_1
2894,55_41_20057,55,41,20057,2002,2007,2012,2019,4,F,2134,55_41_20057_2002_2
2895,55_41_20059,55,41,20059,2000,2005,2010,2016,4,F,3241,55_41_20059_2000_3
2896,55_41_20064,55,41,20064,2000,2005,2010,2016,4,F,1234,55_41_20064_2000_1
2897,55_41_20066,55,41,20066,2000,2005,2010,2015,4,F,1243,55_41_20066_2000_1
2898,55_41_20069,55,41,20069,2004,2009,2014,0,3,F,3142,55_41_20069_2004_3
2899,55_41_20073,55,41,20073,2002,2007,2012,2018,4,F,4213,55_41_20073_2002_4
2900,55_41_20076,55,41,20076,2001,2006,2011,2017,4,F,2314,55_41_20076_2001_2
2901,55_41_20077,55,41,20077,2004,2009,2015,0,3,F,2431,55_41_20077_2004_2
2902,55_41_20081,55,41,20081,2000,2005,2010,2016,4,F,1243,55_41_20081_2000_1
2903,55_41_20083,55,41,20083,2002,2007,2012,2018,4,F,1324,55_41_20083_2002_1
2904,55_41_20086,55,41,20086,2001,2006,2011,2017,4,F,4231,55_41_20086_2001_4
2905,55_41_20088,55,41,20088,2003,2008,2013,0,3,F,1423,55_41_20088_2003_1
2906,55_41_20091,55,41,20091,2004,2009,2014,0,3,F,2413,55_41_20091_2004_2
2907,55_41_20093,55,41,20093,2003,2008,2013,0,3,F,2314,55_41_20093_2003_2
2909,55_41_20097,55,41,20097,2004,2009,2015,0,3,F,3142,55_41_20097_2004_3
2910,55_41_20106,55,41,20106,2000,2005,2010,2015,4,F,4321,55_41_20106_2000_4
2911,55_41_20107,55,41,20107,2001,2006,2011,2017,4,F,1243,55_41_20107_2001_1
2912,55_41_20118,55,41,20118,2003,2008,2013,0,3,F,2431,55_41_20118_2003_2
2913,55_41_20120,55,41,20120,2003,2008,2013,0,3,F,3214,55_41_20120_2003_3
2914,55_41_20125,55,41,20125,2003,2008,2013,2019,4,F,4312,55_41_20125_2003_4
2915,55_41_20126,55,41,20126,2000,2005,2010,2015,4,F,4123,55_41_20126_2000_4
